Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2021-12-15,176.21652221679688,197.7943572998047,173.31500244140625,155.08029174804688,195.42999267578125,189.25836181640625,258.1899719238281,53.87148666381836,101.76368713378906,148.56468200683594,357.7345886230469,375.396484375,195.81729125976562,107.13085174560547,155.6348876953125,143.57774353027344,52.658206939697266,245.59368896484375,127.87203979492188,68.48265838623047,325.5374450683594,156.59609985351562,30.405630111694336,145.69972229003906,335.44903564453125,148.26063537597656,471.4607849121094,207.12155151367188,40.47902297973633,46.433719635009766
2021-12-16,169.29759216308594,200.79852294921875,168.87100219726562,155.80674743652344,190.7899932861328,192.6408233642578,251.31918334960938,54.21307373046875,102.71475982666016,146.934814453125,364.5790100097656,367.7746276855469,195.6772918701172,109.5848388671875,157.33544921875,145.82313537597656,53.19331359863281,246.55001831054688,129.7124786376953,69.0466079711914,316.0529479980469,155.46868896484375,28.33725929260254,147.76336669921875,337.9820251464844,151.67764282226562,470.01123046875,209.13125610351562,42.24071502685547,45.65965270996094
2021-12-17,168.1968536376953,200.72634887695312,170.0175018310547,152.94869995117188,192.6300048828125,188.15577697753906,251.13050842285156,54.34790802001953,100.03770446777344,146.9447021484375,350.2938232421875,357.1426086425781,191.5324249267578,110.86404418945312,152.988525390625,142.5050048828125,52.35890579223633,242.97547912597656,127.12276458740234,68.84648132324219,314.9829406738281,154.16925048828125,27.752288818359375,144.4156951904297,330.4023132324219,148.09210205078125,464.537353515625,206.70208740234375,42.5770378112793,44.197547912597656
2021-12-20,166.8307342529297,198.46197509765625,167.07899475097656,149.0105438232422,188.47999572753906,182.6336212158203,245.45123291015625,54.258026123046875,100.08173370361328,144.68264770507812,340.9447326660156,358.4497375488281,186.5660400390625,110.56817626953125,152.552001953125,139.9414825439453,52.18657684326172,243.00332641601562,125.58783721923828,69.50140380859375,311.1988525390625,149.98446655273438,27.67043113708496,144.7825469970703,325.7923278808594,143.72955322265625,461.3045654296875,203.63882446289062,42.512977600097656,44.34090042114258
2021-12-21,170.01504516601562,199.3009490966797,170.41700744628906,153.80897521972656,199.52000427246094,185.29660034179688,250.7532501220703,54.86028289794922,101.68444061279297,149.2067413330078,348.9360046386719,359.4347229003906,188.26507568359375,112.23026275634766,152.0609588623047,141.89596557617188,52.39518356323242,245.47296142578125,125.79153442382812,68.71005249023438,318.3779296875,159.2044219970703,29.024057388305664,144.69082641601562,324.62774658203125,145.59254455566406,464.6231689453125,210.11654663085938,42.26473617553711,44.47468948364258
2021-12-22,172.61947631835938,199.85125732421875,171.03700256347656,155.3001708984375,201.69000244140625,188.88458251953125,251.00146484375,55.309730529785156,102.26566314697266,150.02662658691406,350.7801208496094,364.19384765625,188.42376708984375,112.90900421142578,152.71568298339844,142.4505157470703,52.76703643798828,245.983642578125,125.58783721923828,69.27400207519531,324.1269836425781,158.06744384765625,29.348487854003906,146.1216278076172,328.7330017089844,144.81553649902344,471.2223815917969,212.6334991455078,42.25672912597656,44.532020568847656
2021-12-23,173.2484588623047,201.89010620117188,171.06849670410156,156.94427490234375,204.22000122070312,192.66885375976562,251.3390655517578,55.98392105102539,102.51221466064453,151.75527954101562,353.2665100097656,365.5101623535156,191.57907104492188,113.67478942871094,153.00672912597656,142.9595489501953,52.80332565307617,246.92137145996094,127.28282165527344,68.88287353515625,325.576416015625,158.28721618652344,29.588062286376953,146.83700561523438,328.403076171875,144.77806091308594,472.41448974609375,211.3262481689453,42.184669494628906,44.43327331542969
2021-12-27,177.22882080078125,203.13507080078125,169.66949462890625,157.1354217529297,203.1699981689453,192.8370361328125,256.46234130859375,57.00867462158203,104.60807800292969,150.93539428710938,356.0189514160156,371.97216796875,192.70864868164062,114.5362777709961,154.29803466796875,143.7777099609375,53.19331359863281,249.0475311279297,128.5413055419922,69.64693450927734,333.1251525878906,160.11207580566406,30.890777587890625,148.55209350585938,335.36163330078125,146.07937622070312,476.3434753417969,212.3115692138672,42.184669494628906,44.83781433105469
2021-12-28,176.20669555664062,203.67636108398438,170.66099548339844,157.15455627441406,206.1300048828125,193.061279296875,253.63259887695312,57.1075553894043,104.4055404663086,153.30612182617188,355.6244201660156,373.9328918457031,193.2874298095703,115.41519927978516,154.9164581298828,144.21409606933594,53.401920318603516,248.7133331298828,129.22511291503906,69.86521911621094,331.957763671875,159.00376892089844,30.26886749267578,149.3500213623047,338.1276550292969,147.09043884277344,479.62396240234375,212.72128295898438,42.21669006347656,45.48126983642578
2021-12-29,176.2951202392578,205.32728576660156,169.2010040283203,156.6001434326172,203.66000366210938,193.72470092773438,252.7290496826172,57.494075775146484,103.86837768554688,152.98013305664062,354.3307800292969,378.1856994628906,193.73553466796875,116.04176330566406,156.00775146484375,144.141357421875,53.46540069580078,249.2796630859375,129.78526306152344,69.99254608154297,332.6387023925781,161.25860595703125,29.94843292236328,150.58816528320312,341.0003356933594,147.44615173339844,482.1415100097656,212.83834838867188,41.92842102050781,45.4589729309082
